#mass central error
3.54243066960301 0.09776180787866644 0.25065890566407356
3.59234042681302 0.0651433147225492 0.23633458971793778
3.64226824763404 0.02621986759916235 0.2319279499403027
3.69638682620849 0.014951366718339767 0.21431725272503022
3.74200346520271 0.006412105193278366 0.19397731615399663
3.79192526482006 -0.042514607979962434 0.19596122022498344
3.84187114925209 -0.07154808052368371 0.1925027724713777
3.89599574903021 -0.08834510455255999 0.1840333206053903
3.94178700293082 -0.10749832985527312 0.17792007001323962
3.9917810569922 -0.09350693239639679 0.1603347666145962
4.04592372038132 -0.10444530165705718 0.15323586763514896
4.09174508030028 -0.10579961715460484 0.15100004044522283
4.14591182850408 -0.1025537515775938 0.1477767543819692
4.19174523083037 -0.10176922127192677 0.14701104033776716
4.24174530609542 -0.10217819609907723 0.14744259467867543
4.29175140256413 -0.0983445983068651 0.1472480618537452
4.34175749903285 -0.09862031148010157 0.15115907674197118
4.39591822603298 -0.10627891833511079 0.15522754090950658
4.44175162835927 -0.10127114296456628 0.15023858180042657
4.4959123553594 -0.09601721281629744 0.14139827221697684
4.54173371527835 -0.09916126202720058 0.13733945653917448
4.59172776933973 -0.09676361337931691 0.13135166520381703
4.64172784460478 -0.09122174515664222 0.12583237649489973
4.68756124693107 -0.0901641406290193 0.1247935882287417
4.74172799513487 -0.09416812722602802 0.12882391759180123
4.80007345868476 -0.09472018840941107 0.13662776594369785
4.8417582516833 -0.10325609362394107 0.1560206540233878
4.89178241176302 -0.10871682722580274 0.17595485594393384
4.94183065665742 -0.0980005145466774 0.19416290038841919
4.99610578652726 -0.032243977308454796 0.1934579422861237
5.04215595218562 0.028829617278567195 0.18659776023133479
5.09222226069103 0.06366286340170667 0.19152703783550054
5.13823629912738 0.08639112738722782 0.1941104087723582
5.19243917455319 0.1017872596876807 0.2004131891930533
5.24245129222557 0.10898065012332991 0.20769326707608804
5.29246340989796 0.10959499736427769 0.2143269437513613
5.34248154877401 0.1297775263274069 0.2086178831069161
5.39249968765006 0.14717949674425235 0.20207665880752268
5.44263825059949 0.16629045121180433 0.19382645045742367
5.5 0.15667614621960543 0.20344075544962256
5.54557072731625 0.9987546972051161 0.4921894124771301
5.59646194072426 0.9724027539925848 0.7822926558933281
5.65142348781233 1.1123025146456011 0.8519533624255048
5.69739537782301 1.2156387567195415 0.8534086437010394
5.74730513503302 1.1670124890744311 0.8695429910488229
5.79675728076421 0.9948645437365224 0.8610774058389075
5.84587826029363 0.7870399931660936 0.8232594262393425
5.89530632121014 0.635354189689031 0.7726553659611911
5.94929243330388 0.5810842246012623 0.7294081743817568
5.9951198144265 0.592881659758687 0.7320804442907229
6.04553535274469 0.7185626801550872 0.740092724853651
6.09628807846833 0.9207116408456906 0.7583423979519353
6.13004294623517 1.022084220150709 0.805106481906586
6.1554464045135 1.1811270608706848 0.7797456523890592
6.18911697542897 1.2342802015393004 0.8241510641628698
6.21435786120825 1.2836143940295832 0.8181808278442454
6.24738416333117 1.2265365005835336 0.8246956634822245
6.27609928362729 1.0793337707446684 0.8237880728274706
6.3044711953143 0.8454608633342597 0.8192363679657633
6.33688935586669 0.6037206031447268 0.7466848496573152
6.36072127998748 0.22790642439778494 0.761238098037973
6.39292267720779 -0.040185551253203104 0.6789110731786641
6.42569006757296 -0.1923345717854661 0.6034736480425051
6.45051549029909 -0.26203700918524336 0.5684184313634433
6.48377059816143 -0.26726596748855425 0.5266970540599152
6.50872848736827 -0.2809599457057466 0.5151132666253647
6.54204982847096 -0.2819219789546005 0.5088649084809275
6.57540729679567 -0.2797827331704444 0.5211916045108694
6.60049765248322 -0.24004570604989509 0.5356567001656741
6.6339755448813 -0.18132389131803214 0.5636552712725421
6.66755579774175 -0.054036221718280805 0.5845042649324599
6.69313387092647 0.1045316785316586 0.5776819868911285
6.72661778452822 0.16709523196221687 0.6090642637017641
6.7518767339185 0.22057831821881763 0.6170087446229793
6.78964774453237 0.26791960204890725 0.6419369578266947
6.81079421181692 0.38573502839450713 0.6216763206712279
6.84442263430671 0.46561584467284683 0.6357413346340822
6.87799084475982 0.4999376306164508 0.6520127125168932
6.90276207665294 0.4532760959366346 0.6625583149412724
6.93571010312817 0.3212215640260359 0.65734445621424
6.96819449692091 0.10720661011252666 0.6329347978556333
6.9924298416875 -0.1919036561112492 0.6466512999389882
7.02127140726067 -0.3257903795445774 0.5854660775149794
7.05030565135124 -0.3301677670268828 0.5103748663270687
7.08360290763925 -0.29702483860095547 0.45557065770292343
7.1127756394142 -0.28921761815768693 0.4513912124700579
7.14197847720749 -0.2853519426311072 0.4692131599077472
7.17950261847095 -0.3086542805765152 0.5069852029195462
7.20036006797939 -0.3085450126099641 0.5177216280612761
7.26298058613407 -0.30208245585838894 0.5871563435539089
7.29654277538351 -0.22371699519461857 0.6460893795461126
7.32589614326852 -0.13738926385182895 0.671767326198382
7.35500866300678 -0.19170963575674194 0.69358448804909
7.38397667385699 -0.30828093034466647 0.6909510030055415
7.41297479072554 -0.37080950789267536 0.6523346486759444
7.44203914083445 -0.37369909930058204 0.5938230156720841
7.47115768177638 -0.3568420401236511 0.5480792318944722
7.50036051956967 -0.3787879573464905 0.5917127720815806
7.53367583946869 -0.41658323238920764 0.6186849335297746
7.56286663485464 -0.4239855331531248 0.6405531761077898
7.59213570588829 -0.43881196978382303 0.716807179916305
7.62570993754507 -0.4453241396410251 0.8678432908319441
7.65525598394747 -0.34949160459201994 0.9996235442174108
7.6892637422684 -0.08902399017952405 1.143799632604323
7.71582929285479 0.3939970773351883 1.155732796415224
7.74578478110667 0.5348067844108422 1.271437655383895
7.76711790570494 0.7115897836558862 1.2500130005486938
7.78598233679904 0.7649619111548686 1.1966408730497113
7.79549583859562 0.4195056376712702 1.3036687710088999
7.81495636885292 0.0028451912662917802 1.3301665094377384
7.87610169210876 -0.491722987507513 1.149181979347277
7.89672431467413 -0.5112992280860124 1.0459369548407793
7.91740112807251 -0.503981297711813 0.93747032933668
7.93392331093947 -0.5077416890536703 0.8581456365547954
7.95048764223212 -0.4905858963857134 0.7795810929704864
7.97540940421695 -0.42483184971129134 0.6668729474369324
